O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
23-2011.00,Paralegals and Legal Assistants,13-1031.01,"Claims Examiners, Property and Casualty Insurance",2
23-2011.00,Paralegals and Legal Assistants,13-2031.00,Budget Analysts,3
23-2011.00,Paralegals and Legal Assistants,13-1161.00,Market Research Analysts and Marketing Specialists,4
23-2011.00,Paralegals and Legal Assistants,43-4131.00,Loan Interviewers and Clerks,5
23-2011.00,Paralegals and Legal Assistants,13-2053.00,Insurance Underwriters,6
23-2011.00,Paralegals and Legal Assistants,13-1071.00,Human Resources Specialists,7
23-2011.00,Paralegals and Legal Assistants,13-1041.07,Regulatory Affairs Specialists,8
23-2011.00,Paralegals and Legal Assistants,13-1111.00,Management Analysts,9
23-2011.00,Paralegals and Legal Assistants,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",10
23-2091.00,Court Reporters,43-9041.02,Insurance Policy Processing Clerks,1
23-2091.00,Court Reporters,43-9041.01,Insurance Claims Clerks,2
23-2091.00,Court Reporters,43-3061.00,Procurement Clerks,3
23-2091.00,Court Reporters,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4
23-2091.00,Court Reporters,43-3011.00,Bill and Account Collectors,5
23-2091.00,Court Reporters,13-2082.00,Tax Preparers,6
23-2091.00,Court Reporters,29-2071.00,Medical Records and Health Information Technicians,7
23-2091.00,Court Reporters,43-3051.00,Payroll and Timekeeping Clerks,8
23-2091.00,Court Reporters,43-6013.00,Medical Secretaries,9
23-2091.00,Court Reporters,13-1031.02,"Insurance Adjusters, Examiners, and Investigators",10
23-2093.00,"Title Examiners, Abstractors, and Searchers",43-5011.00,Cargo and Freight Agents,1
23-2093.00,"Title Examiners, Abstractors, and Searchers",13-2021.02,"Appraisers, Real Estate",2
23-2093.00,"Title Examiners, Abstractors, and Searchers",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",3
23-2093.00,"Title Examiners, Abstractors, and Searchers",13-1031.02,"Insurance Adjusters, Examiners, and Investigators",4
23-2093.00,"Title Examiners, Abstractors, and Searchers",43-5061.00,"Production, Planning, and Expediting Clerks",5
23-2093.00,"Title Examiners, Abstractors, and Searchers",43-3051.00,Payroll and Timekeeping Clerks,6
23-2093.00,"Title Examiners, Abstractors, and Searchers",13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",7
23-2093.00,"Title Examiners, Abstractors, and Searchers",13-2053.00,Insurance Underwriters,8
23-2093.00,"Title Examiners, Abstractors, and Searchers",13-2041.00,Credit Analysts,9
23-2093.00,"Title Examiners, Abstractors, and Searchers",13-1031.01,"Claims Examiners, Property and Casualty Insurance",10
25-1011.00,"Business Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1
25-1011.00,"Business Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",2
25-1011.00,"Business Teachers, Postsecondary",25-1113.00,"Social Work Teachers, Postsecondary",3
25-1011.00,"Business Teachers, Postsecondary",25-9031.00,Instructional Coordinators,4
25-1011.00,"Business Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",5
25-1011.00,"Business Teachers, Postsecondary",25-1031.00,"Architecture Teachers, Postsecondary",6
25-1011.00,"Business Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",7
25-1011.00,"Business Teachers, Postsecondary",23-1022.00,"Arbitrators, Mediators, and Conciliators",8
25-1011.00,"Business Teachers, Postsecondary",21-1013.00,Marriage and Family Therapists,9
25-1011.00,"Business Teachers, Postsecondary",25-1112.00,"Law Teachers, Postsecondary",10
25-1021.00,"Computer Science Teachers, Postsecondary",25-1042.00,"Biological Science Teachers, Postsecondary",1
25-1021.00,"Computer Science Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",2
25-1021.00,"Computer Science Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",3
25-1021.00,"Computer Science Teachers, Postsecondary",25-1052.00,"Chemistry Teachers, Postsecondary",4
25-1021.00,"Computer Science Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",5
25-1021.00,"Computer Science Teachers, Postsecondary",25-1192.00,"Home Economics Teachers, Postsecondary",6
25-1021.00,"Computer Science Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",7
25-1021.00,"Computer Science Teachers, Postsecondary",25-1053.00,"Environmental Science Teachers, Postsecondary",8
25-1021.00,"Computer Science Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",9
25-1021.00,"Computer Science Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",10
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",1
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",3
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",4
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",5
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1192.00,"Home Economics Teachers, Postsecondary",6
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",7
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",8
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",9
25-1022.00,"Mathematical Science Teachers, Postsecondary",25-1011.00,"Business Teachers, Postsecondary",10
25-1031.00,"Architecture Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1
25-1031.00,"Architecture Teachers, Postsecondary",25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2
25-1031.00,"Architecture Teachers, Postsecondary",25-1122.00,"Communications Teachers, Postsecondary",3
25-1031.00,"Architecture Teachers, Postsecondary",25-1192.00,"Home Economics Teachers, Postsecondary",4
25-1031.00,"Architecture Teachers, Postsecondary",25-1123.00,"English Language and Literature Teachers, Postsecondary",5
25-1031.00,"Architecture Teachers, Postsecondary",25-1081.00,"Education Teachers, Postsecondary",6
25-1031.00,"Architecture Teachers, Postsecondary",25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",7
25-1031.00,"Architecture Teachers, Postsecondary",25-1052.00,"Chemistry Teachers, Postsecondary",8
25-1031.00,"Architecture Teachers, Postsecondary",25-1067.00,"Sociology Teachers, Postsecondary",9
25-1031.00,"Architecture Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",10
25-1032.00,"Engineering Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1
25-1032.00,"Engineering Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2
25-1032.00,"Engineering Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",3
25-1032.00,"Engineering Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",4
25-1032.00,"Engineering Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",5
25-1032.00,"Engineering Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",6
25-1032.00,"Engineering Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",7
25-1032.00,"Engineering Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",8
25-1032.00,"Engineering Teachers, Postsecondary",19-2042.00,"Geoscientists, Except Hydrologists and Geographers",9
25-1032.00,"Engineering Teachers, Postsecondary",19-1042.00,"Medical Scientists, Except Epidemiologists",10
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",1
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",2
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",3
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",4
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",5
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",6
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",7
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",29-1069.09,Preventive Medicine Physicians,8
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",19-1042.00,"Medical Scientists, Except Epidemiologists",9
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",19-3091.01,Anthropologists,10
25-1042.00,"Biological Science Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",1
25-1042.00,"Biological Science Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2
25-1042.00,"Biological Science Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",3
25-1042.00,"Biological Science Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",4
25-1042.00,"Biological Science Teachers, Postsecondary",25-1066.00,"Psychology Teachers, Postsecondary",5
25-1042.00,"Biological Science Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",6
25-1042.00,"Biological Science Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",7
25-1042.00,"Biological Science Teachers, Postsecondary",25-1072.00,"Nursing Instructors and Teachers, Postsecondary",8
25-1042.00,"Biological Science Teachers, Postsecondary",25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",9
25-1042.00,"Biological Science Teachers, Postsecondary",29-1069.09,Preventive Medicine Physicians,10
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",1
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",2
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",4
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",5
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",6
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1125.00,"History Teachers, Postsecondary",7
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",8
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",19-1041.00,Epidemiologists,9
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",29-1069.09,Preventive Medicine Physicians,10
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1063.00,"Economics Teachers, Postsecondary",1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",2
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",19-3041.00,Sociologists,3
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",19-3094.00,Political Scientists,4
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1082.00,"Library Science Teachers, Postsecondary",5
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1041.00,"Agricultural Sciences Teachers, Postsecondary",6
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",7
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",8
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1022.00,"Mathematical Science Teachers, Postsecondary",9
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",19-3091.01,Anthropologists,10
25-1052.00,"Chemistry Teachers, Postsecondary",25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",1
25-1052.00,"Chemistry Teachers, Postsecondary",25-1032.00,"Engineering Teachers, Postsecondary",2
25-1052.00,"Chemistry Teachers, Postsecondary",25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",3
25-1052.00,"Chemistry Teachers, Postsecondary",25-1054.00,"Physics Teachers, Postsecondary",4
25-1052.00,"Chemistry Teachers, Postsecondary",25-1021.00,"Computer Science Teachers, Postsecondary",5
25-1052.00,"Chemistry Teachers, Postsecondary",25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",6
25-1052.00,"Chemistry Teachers, Postsecondary",25-1064.00,"Geography Teachers, Postsecondary",7
25-1052.00,"Chemistry Teachers, Postsecondary",25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",8
25-1052.00,"Chemistry Teachers, Postsecondary",25-1071.00,"Health Specialties Teachers, Postsecondary",9
25-1052.00,"Chemistry Teachers, Postsecondary",29-1069.09,Preventive Medicine Physicians,10
